sk_os,id_os,sk_tempo,sk_concessionaria,sk_veiculo,sk_servico,sk_cliente,vlr_mao_obra,vlr_pecas_sellout,vlr_pecas_sellin,vlr_total_os,margem_bruta_pecas,tempo_atendimento_h,csat,retornou_30d,status_os
5142,OS005142,334,11,52,3,2070,120.15,55.29,34.73,175.44,20.56,6,4,False,Concluída
5143,OS005143,158,1,79,1,2568,433.36,196.08,108.34,629.44,87.74,3,5,False,Concluída
5144,OS005144,642,23,26,1,532,528.59,578.05,380.91,1106.64,197.14,4,5,False,Concluída
5145,OS005145,430,2,25,7,954,0.0,0.0,0.0,0.0,0.0,2,5,False,Concluída
5146,OS005146,692,16,64,11,2598,267.19,145.52,91.08,412.71,54.44,4,5,False,Concluída
5147,OS005147,423,3,31,4,1417,339.95,237.25,159.63,577.2,77.62,3,4,False,Concluída
5148,OS005148,87,17,30,5,1683,1155.32,1252.34,747.14,2407.66,505.2,6,5,False,Concluída
5149,OS005149,123,3,10,2,928,139.65,151.16,99.32,290.81,51.84,7,5,True,Concluída
5150,OS005150,723,11,38,3,75,105.19,50.73,35.71,155.92,15.02,1,5,False,Concluída
5151,OS005151,532,4,28,12,3449,561.62,415.92,260.47,977.54,155.45,4,4,False,Cancelada
5152,OS005152,41,7,24,1,2238,357.93,306.7,176.94,664.63,129.76,5,1,False,Concluída
5153,OS005153,514,22,29,4,3190,426.16,217.32,121.78,643.48,95.54,3,4,True,Concluída
5154,OS005154,306,16,81,11,348,291.03,131.03,87.46,422.06,43.57,6,4,False,Concluída
5155,OS005155,234,17,17,8,625,661.01,432.46,257.77,1093.47,174.69,3,5,False,Concluída
5156,OS005156,109,11,70,12,164,285.13,260.0,156.24,545.13,103.76,1,5,False,Concluída
5157,OS005157,624,4,64,12,2581,431.1,324.74,229.25,755.84,95.49,8,4,False,Concluída
5158,OS005158,50,25,31,11,2631,277.54,168.95,110.31,446.49,58.64,3,2,False,Concluída
5159,OS005159,220,3,57,11,884,224.87,223.3,155.46,448.17,67.84,3,4,False,Concluída
5160,OS005160,233,22,20,3,3929,177.07,141.9,83.74,318.97,58.16,5,5,False,Concluída
5161,OS005161,115,16,46,1,3882,538.48,506.35,338.78,1044.83,167.57,2,4,False,Em Aberto
5162,OS005162,373,2,2,4,1252,536.28,530.25,379.0,1066.53,151.25,5,5,False,Concluída
5163,OS005163,11,5,82,9,2617,3223.65,2535.34,1412.3,5758.99,1123.04,8,5,False,Cancelada
5164,OS005164,229,25,50,10,85,326.81,347.6,202.9,674.41,144.7,4,4,False,Concluída
5165,OS005165,685,18,60,8,2918,1344.82,1352.95,879.57,2697.77,473.38,7,5,False,Concluída
5166,OS005166,236,3,41,10,3305,270.86,185.91,121.77,456.77,64.14,1,4,False,Concluída
5167,OS005167,273,2,76,3,2125,96.59,74.74,48.01,171.33,26.73,5,5,False,Concluída
5168,OS005168,346,2,70,4,602,684.01,424.05,296.91,1108.06,127.14,6,4,False,Concluída
5169,OS005169,414,22,17,11,599,277.31,285.21,174.29,562.52,110.92,4,5,False,Concluída
5170,OS005170,600,22,78,5,3213,1063.63,886.2,633.95,1949.83,252.25,6,4,False,Concluída
5171,OS005171,138,21,10,7,2212,0.0,0.0,0.0,0.0,0.0,8,5,False,Concluída
5172,OS005172,646,2,67,1,733,390.49,402.53,222.62,793.02,179.91,5,4,False,Em Aberto
5173,OS005173,559,16,42,3,2953,119.79,59.93,38.92,179.72,21.01,3,5,False,Concluída
5174,OS005174,530,1,79,1,2644,458.72,522.57,364.01,981.29,158.56,6,5,False,Concluída
5175,OS005175,65,19,16,3,1493,153.71,71.34,46.34,225.05,25.0,3,5,False,Concluída
5176,OS005176,20,19,38,11,937,261.09,140.49,98.04,401.58,42.45,1,5,False,Concluída
5177,OS005177,434,9,14,11,1608,301.0,248.81,151.76,549.81,97.05,7,5,False,Cancelada
5178,OS005178,640,20,36,6,255,1253.61,1386.92,833.51,2640.53,553.41,3,5,False,Concluída
5179,OS005179,429,9,13,9,538,2478.4,1365.51,927.57,3843.91,437.94,3,5,False,Concluída
5180,OS005180,156,11,59,6,550,2544.52,1202.32,854.58,3746.84,347.74,3,1,False,Concluída
5181,OS005181,67,1,27,8,2651,519.39,321.41,192.48,840.8,128.93,3,5,True,Concluída
5182,OS005182,511,19,8,4,2230,537.61,553.98,361.71,1091.59,192.27,7,5,False,Concluída
5183,OS005183,529,17,53,5,1623,715.54,762.18,476.65,1477.72,285.53,3,5,False,Concluída
5184,OS005184,124,6,75,8,1503,732.88,293.3,207.12,1026.18,86.18,6,2,False,Concluída
5185,OS005185,26,1,5,1,398,598.41,264.55,171.62,862.96,92.93,7,5,False,Concluída
5186,OS005186,304,18,5,8,2449,452.47,205.15,141.99,657.62,63.16,1,4,False,Concluída
5187,OS005187,428,9,82,2,3316,122.44,71.66,40.33,194.1,31.33,2,2,False,Concluída
5188,OS005188,516,1,48,6,62,2352.29,1403.11,953.71,3755.4,449.4,3,1,False,Concluída
5189,OS005189,601,4,24,4,2760,353.79,225.83,142.01,579.62,83.82,2,4,False,Concluída
5190,OS005190,444,22,73,12,1214,582.37,336.47,233.8,918.84,102.67,1,4,False,Concluída
5191,OS005191,79,18,75,12,1727,396.96,165.54,105.93,562.5,59.61,8,3,False,Concluída
5192,OS005192,497,17,78,10,2186,297.17,127.73,78.94,424.9,48.79,7,3,False,Concluída
5193,OS005193,720,20,42,10,3215,222.18,210.64,130.82,432.82,79.82,1,4,False,Concluída
5194,OS005194,668,19,9,4,1722,489.6,366.58,209.71,856.18,156.87,5,4,False,Concluída
5195,OS005195,646,23,64,5,3807,574.71,471.59,334.69,1046.3,136.9,1,5,False,Concluída
5196,OS005196,230,23,69,1,2455,354.42,234.08,147.17,588.5,86.91,4,4,False,Concluída
5197,OS005197,553,14,11,4,3874,408.55,192.88,133.17,601.43,59.71,3,4,False,Concluída
5198,OS005198,632,7,9,8,2199,1314.61,1233.94,721.79,2548.55,512.15,4,5,False,Concluída
5199,OS005199,494,9,77,9,213,3274.1,1609.98,1061.45,4884.08,548.53,5,4,False,Concluída
5200,OS005200,188,25,61,2,3274,156.8,74.41,46.43,231.21,27.98,3,3,False,Concluída
5201,OS005201,698,20,83,6,1814,3334.47,3242.22,1997.68,6576.69,1244.54,5,4,True,Concluída
5202,OS005202,330,9,72,5,2218,1119.94,705.75,497.99,1825.69,207.76,4,5,False,Concluída
5203,OS005203,90,15,55,8,2555,797.7,615.14,407.19,1412.84,207.95,7,3,False,Concluída
5204,OS005204,78,11,68,8,669,880.37,687.82,427.44,1568.19,260.38,1,5,False,Concluída
5205,OS005205,469,7,25,8,1169,748.59,714.18,488.72,1462.77,225.46,5,5,False,Concluída
5206,OS005206,322,6,71,10,1948,236.01,278.43,191.89,514.44,86.54,7,5,False,Concluída
5207,OS005207,69,9,56,1,2984,592.66,461.51,321.17,1054.17,140.34,2,4,False,Concluída
5208,OS005208,544,4,27,10,3962,302.32,227.68,163.85,530.0,63.83,8,5,False,Concluída
5209,OS005209,593,17,23,4,3095,547.89,466.64,270.33,1014.53,196.31,3,5,False,Concluída
5210,OS005210,532,6,40,11,2476,158.24,84.65,54.62,242.89,30.03,8,4,False,Concluída
5211,OS005211,147,17,58,2,2817,159.99,162.74,91.66,322.73,71.08,8,4,False,Concluída
5212,OS005212,503,25,36,4,2858,367.29,225.86,140.67,593.15,85.19,6,5,False,Concluída
5213,OS005213,10,14,74,6,578,2949.55,2361.96,1455.16,5311.51,906.8,5,5,False,Concluída
5214,OS005214,232,5,32,4,2321,479.45,483.61,266.87,963.06,216.74,6,4,False,Concluída
5215,OS005215,298,18,23,5,3170,1099.32,1119.29,685.96,2218.61,433.33,4,3,False,Concluída
5216,OS005216,620,8,40,3,2829,117.85,118.89,73.84,236.74,45.05,1,4,False,Concluída
5217,OS005217,292,10,48,11,2951,206.17,159.59,93.14,365.76,66.45,7,5,False,Cancelada
5218,OS005218,11,11,24,2,1562,215.41,132.04,87.28,347.45,44.76,1,3,False,Concluída
5219,OS005219,267,22,39,7,2490,0.0,0.0,0.0,0.0,0.0,6,1,False,Concluída
5220,OS005220,365,3,40,6,2908,2489.72,1619.22,1094.8,4108.94,524.42,5,5,False,Concluída
5221,OS005221,695,2,29,3,583,97.44,69.44,41.48,166.88,27.96,6,5,False,Concluída
5222,OS005222,690,14,45,10,3199,356.05,314.29,217.49,670.34,96.8,1,2,False,Concluída
5223,OS005223,131,4,34,9,3963,2577.27,1485.28,951.64,4062.55,533.64,5,5,False,Concluída
5224,OS005224,134,17,15,6,1737,2614.3,1150.11,728.12,3764.41,421.99,7,4,False,Concluída
5225,OS005225,117,17,70,5,2031,989.63,628.3,394.23,1617.93,234.07,5,3,False,Concluída
5226,OS005226,585,21,82,8,1753,558.55,427.64,264.0,986.19,163.64,7,4,False,Concluída
5227,OS005227,6,9,71,2,1854,130.71,130.97,90.81,261.68,40.16,6,5,False,Concluída
5228,OS005228,89,21,2,6,2601,3171.87,1919.38,1190.78,5091.25,728.6,8,3,False,Em Aberto
5229,OS005229,399,22,1,6,3943,1154.71,1271.88,862.78,2426.59,409.1,7,3,False,Em Aberto
5230,OS005230,185,9,54,7,8,0.0,0.0,0.0,0.0,0.0,2,5,False,Concluída
5231,OS005231,68,3,2,3,831,116.77,74.45,49.73,191.22,24.72,6,4,False,Concluída
5232,OS005232,272,4,36,6,3335,3004.49,2996.19,1938.87,6000.68,1057.32,1,5,False,Concluída
5233,OS005233,207,2,68,3,3910,94.92,74.07,49.5,168.99,24.57,2,5,False,Concluída
5234,OS005234,376,14,28,8,1546,214.42,174.46,105.87,388.88,68.59,8,4,False,Concluída
5235,OS005235,716,20,20,5,3227,919.85,984.33,605.82,1904.18,378.51,5,4,False,Em Aberto
5236,OS005236,87,8,37,6,852,3435.99,2373.14,1608.97,5809.13,764.17,7,4,False,Concluída
5237,OS005237,281,18,59,9,771,713.11,798.36,470.03,1511.47,328.33,4,3,False,Cancelada
5238,OS005238,684,4,44,9,3317,2110.3,2388.6,1554.18,4498.9,834.42,4,5,False,Concluída
5239,OS005239,649,8,12,11,3486,192.25,137.86,90.93,330.11,46.93,4,4,False,Concluída
5240,OS005240,295,7,32,5,2014,417.8,302.34,202.31,720.14,100.03,2,5,False,Concluída
5241,OS005241,510,25,38,10,1248,309.6,157.44,106.26,467.04,51.18,7,5,False,Em Aberto
5242,OS005242,65,15,31,7,2399,0.0,0.0,0.0,0.0,0.0,5,5,False,Concluída
5243,OS005243,521,15,18,6,3861,2895.47,2581.16,1757.99,5476.63,823.17,8,5,False,Concluída
5244,OS005244,711,2,29,10,3924,301.62,243.0,147.24,544.62,95.76,6,4,False,Concluída
5245,OS005245,399,4,51,4,3532,570.5,597.13,333.16,1167.63,263.97,8,3,False,Concluída
5246,OS005246,365,25,29,1,2339,575.43,493.78,288.73,1069.21,205.05,3,5,False,Concluída
5247,OS005247,136,22,63,4,308,578.55,552.45,385.41,1131.0,167.04,8,3,False,Concluída
5248,OS005248,459,25,81,2,2450,248.36,104.13,72.21,352.49,31.92,6,4,True,Concluída
5249,OS005249,432,9,20,8,2775,1302.61,1400.4,921.82,2703.01,478.58,3,5,False,Concluída
5250,OS005250,473,23,31,2,2236,138.07,68.26,42.83,206.33,25.43,5,5,False,Concluída
5251,OS005251,24,7,31,9,1564,2802.9,2379.18,1617.96,5182.08,761.22,2,4,False,Concluída
5252,OS005252,406,24,58,10,1614,309.01,222.85,149.97,531.86,72.88,1,5,False,Concluída
5253,OS005253,435,18,7,6,1392,1899.26,1072.6,742.9,2971.86,329.7,2,4,False,Concluída
5254,OS005254,152,12,12,5,200,721.78,382.75,271.09,1104.53,111.66,1,5,False,Concluída
5255,OS005255,152,14,61,9,976,2213.53,2556.19,1658.04,4769.72,898.15,3,5,False,Concluída
5256,OS005256,209,7,43,2,2874,219.68,177.32,116.09,397.0,61.23,3,5,False,Concluída
5257,OS005257,520,6,49,1,3953,497.16,422.33,262.34,919.49,159.99,6,4,False,Concluída
5258,OS005258,442,23,40,9,2693,3883.64,3944.11,2687.3,7827.75,1256.81,4,2,False,Concluída
5259,OS005259,628,22,70,10,1468,292.73,224.24,158.19,516.97,66.05,1,5,False,Concluída
5260,OS005260,225,19,32,4,1719,513.56,543.29,327.25,1056.85,216.04,5,5,False,Concluída
5261,OS005261,672,21,63,2,1861,142.31,123.79,71.4,266.1,52.39,4,3,True,Concluída
5262,OS005262,547,19,15,6,727,2738.5,2390.95,1594.25,5129.45,796.7,4,5,False,Concluída
5263,OS005263,295,22,84,1,188,641.74,301.41,205.29,943.15,96.12,6,5,False,Concluída
5264,OS005264,70,15,12,11,146,210.5,250.84,163.61,461.34,87.23,1,5,False,Concluída
5265,OS005265,193,19,26,4,291,345.18,237.15,153.23,582.33,83.92,7,5,False,Concluída
5266,OS005266,699,12,30,12,3524,407.37,486.85,317.33,894.22,169.52,2,3,False,Concluída
5267,OS005267,236,2,30,11,2805,273.39,288.6,180.28,561.99,108.32,1,5,False,Concluída
5268,OS005268,251,11,77,4,2141,447.15,535.23,342.65,982.38,192.58,5,5,False,Concluída
5269,OS005269,137,13,62,10,1104,246.4,278.42,188.27,524.82,90.15,5,4,False,Concluída
5270,OS005270,599,4,43,11,1812,281.74,168.0,93.95,449.74,74.05,3,5,False,Concluída
5271,OS005271,209,25,22,7,3799,0.0,0.0,0.0,0.0,0.0,2,5,False,Concluída
5272,OS005272,251,1,17,3,3781,126.59,105.2,65.27,231.79,39.93,1,5,False,Concluída
5273,OS005273,308,24,23,11,3056,227.27,159.44,105.06,386.71,54.38,4,5,False,Concluída
5274,OS005274,320,21,25,8,1856,1081.14,729.76,481.41,1810.9,248.35,1,4,False,Concluída
5275,OS005275,306,2,70,2,2021,133.38,122.76,72.79,256.14,49.97,3,3,False,Concluída
5276,OS005276,370,14,37,4,1906,660.5,609.8,345.05,1270.3,264.75,1,4,False,Concluída
5277,OS005277,605,25,57,8,2205,459.63,348.87,194.63,808.5,154.24,8,5,False,Concluída
5278,OS005278,609,18,70,4,3008,321.76,282.91,163.11,604.67,119.8,5,4,False,Em Aberto
5279,OS005279,592,11,22,5,2817,434.03,479.11,280.09,913.14,199.02,1,4,False,Concluída
5280,OS005280,73,11,81,10,2753,303.52,339.52,242.2,643.04,97.32,2,4,False,Concluída
5281,OS005281,593,19,75,8,2527,790.54,570.52,365.06,1361.06,205.46,7,5,False,Concluída
5282,OS005282,85,17,4,8,3883,915.35,843.06,574.1,1758.41,268.96,5,3,False,Concluída
5283,OS005283,87,17,58,12,968,544.86,360.15,256.03,905.01,104.12,1,4,False,Concluída
5284,OS005284,694,2,44,5,3425,766.11,622.9,412.46,1389.01,210.44,6,5,False,Concluída
5285,OS005285,609,2,74,6,425,3368.81,1843.01,1216.32,5211.82,626.69,5,2,False,Concluída
5286,OS005286,408,13,17,9,3954,901.98,663.1,364.95,1565.08,298.15,2,5,False,Concluída
5287,OS005287,648,6,18,2,3068,213.5,236.48,145.54,449.98,90.94,2,3,False,Concluída
5288,OS005288,724,15,53,3,2144,97.15,75.56,46.59,172.71,28.97,1,4,False,Concluída
5289,OS005289,444,11,19,11,616,261.49,215.55,149.36,477.04,66.19,4,3,False,Concluída
5290,OS005290,446,24,61,9,2322,2724.66,2084.45,1371.68,4809.11,712.77,3,4,False,Concluída
5291,OS005291,556,4,57,3,3336,179.43,132.24,87.85,311.67,44.39,5,2,False,Concluída
5292,OS005292,172,19,79,5,2557,624.49,358.88,246.38,983.37,112.5,7,5,False,Concluída
5293,OS005293,120,14,44,3,25,143.02,78.25,46.4,221.27,31.85,8,3,False,Concluída
5294,OS005294,561,18,19,10,3496,380.0,176.69,97.51,556.69,79.18,5,4,False,Concluída
5295,OS005295,262,17,25,4,1869,624.2,714.31,410.19,1338.51,304.12,3,4,False,Concluída
5296,OS005296,94,8,37,3,2160,145.76,101.91,63.12,247.67,38.79,1,1,False,Concluída
5297,OS005297,240,13,18,10,944,317.11,365.0,210.44,682.11,154.56,4,5,False,Concluída
5298,OS005298,271,23,58,4,1686,483.41,289.52,168.23,772.93,121.29,5,4,False,Concluída
5299,OS005299,705,15,12,1,3527,520.96,377.2,259.81,898.16,117.39,1,5,False,Cancelada
5300,OS005300,509,11,32,12,480,337.47,236.69,160.8,574.16,75.89,1,5,False,Concluída
5301,OS005301,394,16,26,8,320,371.42,372.67,220.32,744.09,152.35,6,5,True,Concluída
5302,OS005302,708,18,26,10,1215,226.59,229.28,152.99,455.87,76.29,1,2,False,Concluída
5303,OS005303,666,12,47,11,3838,220.39,127.35,86.58,347.74,40.77,5,5,False,Concluída
5304,OS005304,377,23,42,7,1054,0.0,0.0,0.0,0.0,0.0,8,5,False,Concluída
5305,OS005305,668,12,51,6,1732,2932.39,3000.15,1792.06,5932.54,1208.09,1,5,False,Concluída
5306,OS005306,301,6,41,7,292,0.0,0.0,0.0,0.0,0.0,5,4,False,Concluída
5307,OS005307,171,24,78,8,59,1292.52,1446.45,930.0,2738.97,516.45,2,4,False,Concluída
5308,OS005308,173,6,65,1,2963,455.68,443.6,278.05,899.28,165.55,8,4,False,Concluída
5309,OS005309,481,4,61,7,3354,0.0,0.0,0.0,0.0,0.0,7,5,False,Concluída
5310,OS005310,367,24,75,9,2105,1997.79,2395.85,1709.02,4393.64,686.83,4,5,False,Concluída
5311,OS005311,479,1,35,4,2638,471.16,332.13,228.22,803.29,103.91,7,4,False,Concluída
5312,OS005312,500,17,22,2,143,156.88,72.0,44.16,228.88,27.84,5,5,False,Concluída
5313,OS005313,20,4,69,1,3976,520.08,409.66,288.78,929.74,120.88,3,1,False,Concluída
5314,OS005314,44,17,40,8,2083,375.35,165.3,98.12,540.65,67.18,7,4,False,Concluída
5315,OS005315,395,5,54,9,2252,1227.36,1434.78,926.62,2662.14,508.16,3,5,False,Concluída
5316,OS005316,139,25,82,11,1156,152.22,111.66,62.79,263.88,48.87,8,5,False,Concluída
5317,OS005317,458,9,37,12,1011,582.02,497.83,308.35,1079.85,189.48,4,4,False,Concluída
5318,OS005318,408,25,44,3,1100,169.25,118.74,85.2,287.99,33.54,3,3,False,Concluída
5319,OS005319,430,6,29,8,2336,964.38,954.53,653.37,1918.91,301.16,4,5,False,Concluída
5320,OS005320,230,12,82,8,1408,479.94,480.51,324.3,960.45,156.21,7,5,True,Concluída
5321,OS005321,463,17,12,11,2345,261.2,201.44,127.76,462.64,73.68,3,5,False,Concluída
5322,OS005322,616,21,21,12,3169,380.26,389.69,215.15,769.95,174.54,2,4,False,Concluída
5323,OS005323,730,10,40,1,1546,424.12,347.84,194.2,771.96,153.64,5,4,False,Concluída
5324,OS005324,623,2,30,8,1881,1363.78,1432.62,811.24,2796.4,621.38,4,4,False,Concluída
5325,OS005325,412,1,64,2,2091,198.41,197.78,141.6,396.19,56.18,2,5,False,Concluída
5326,OS005326,140,13,41,2,1323,140.12,70.18,38.72,210.3,31.46,1,2,False,Concluída
5327,OS005327,496,21,79,12,744,563.88,356.19,198.91,920.07,157.28,8,4,False,Concluída
5328,OS005328,688,21,47,4,832,671.98,347.71,227.71,1019.69,120.0,2,2,True,Concluída
5329,OS005329,155,1,4,10,2449,391.32,252.0,166.53,643.32,85.47,4,5,False,Concluída
5330,OS005330,192,13,28,7,1931,0.0,0.0,0.0,0.0,0.0,2,4,False,Concluída
5331,OS005331,105,23,48,2,2874,148.3,73.34,42.88,221.64,30.46,8,5,False,Concluída
5332,OS005332,541,3,57,5,1450,657.12,736.57,510.75,1393.69,225.82,8,3,False,Concluída
5333,OS005333,303,11,16,4,1524,352.96,308.19,197.8,661.15,110.39,6,5,False,Concluída
5334,OS005334,50,22,12,6,2026,3048.62,2155.36,1243.99,5203.98,911.37,3,1,False,Concluída
5335,OS005335,648,16,55,3,2477,109.69,44.87,29.42,154.56,15.45,3,5,False,Concluída
5336,OS005336,412,18,36,9,1585,789.08,430.93,261.69,1220.01,169.24,4,5,False,Concluída
5337,OS005337,252,25,15,1,1439,359.29,411.74,295.99,771.03,115.75,7,5,False,Concluída
5338,OS005338,261,2,19,8,1615,991.22,1031.19,676.26,2022.41,354.93,5,2,False,Concluída
5339,OS005339,220,18,18,6,640,2308.49,2069.22,1182.08,4377.71,887.14,1,5,True,Concluída
5340,OS005340,333,17,75,4,3854,559.61,607.65,375.77,1167.26,231.88,3,4,False,Concluída
5341,OS005341,256,1,28,9,1035,3589.78,1680.52,1112.52,5270.3,568.0,4,5,False,Concluída
5342,OS005342,405,4,56,1,331,538.38,216.55,141.77,754.93,74.78,7,4,False,Concluída
5343,OS005343,572,23,23,9,2546,941.71,773.1,500.36,1714.81,272.74,8,5,False,Concluída
5344,OS005344,491,20,79,2,3344,139.88,141.5,99.84,281.38,41.66,5,1,False,Cancelada
5345,OS005345,224,21,11,6,3370,3093.85,1254.19,742.66,4348.04,511.53,5,4,False,Concluída
5346,OS005346,392,6,43,11,3970,248.15,123.18,71.17,371.33,52.01,4,4,False,Concluída
5347,OS005347,624,21,45,8,1883,1453.67,1345.11,850.07,2798.78,495.04,6,4,False,Concluída
5348,OS005348,53,5,39,2,3029,230.55,110.1,61.53,340.65,48.57,8,5,False,Concluída
5349,OS005349,60,20,79,12,691,423.55,387.08,217.72,810.63,169.36,6,4,True,Concluída
5350,OS005350,411,9,81,5,1064,449.69,330.63,224.43,780.32,106.2,3,5,False,Concluída
5351,OS005351,463,21,24,10,3168,393.2,203.4,123.4,596.6,80.0,2,4,False,Cancelada
5352,OS005352,155,25,45,10,3346,318.16,258.51,150.68,576.67,107.83,8,4,False,Concluída
5353,OS005353,549,4,36,4,1773,316.13,201.89,117.35,518.02,84.54,5,4,False,Concluída
5354,OS005354,469,25,4,5,1722,1081.43,701.21,486.59,1782.64,214.62,5,4,False,Concluída
5355,OS005355,679,5,65,12,981,442.48,177.02,105.51,619.5,71.51,7,2,False,Concluída
5356,OS005356,121,8,56,10,758,205.13,205.1,131.44,410.23,73.66,3,4,False,Concluída
5357,OS005357,554,17,11,4,3662,609.79,397.69,223.17,1007.48,174.52,1,3,False,Concluída
5358,OS005358,63,15,25,3,266,149.18,115.82,70.03,265.0,45.79,2,2,False,Concluída
5359,OS005359,417,20,50,4,1477,614.57,555.51,397.84,1170.08,157.67,6,5,False,Concluída
5360,OS005360,408,13,52,11,3713,167.97,160.59,114.56,328.56,46.03,3,5,False,Concluída
5361,OS005361,291,15,6,5,317,1091.1,954.14,537.5,2045.24,416.64,6,3,False,Concluída
5362,OS005362,627,4,46,1,2703,465.06,547.51,304.58,1012.57,242.93,2,2,True,Concluída
5363,OS005363,4,18,70,11,1815,261.67,178.78,98.37,440.45,80.41,6,1,False,Concluída
5364,OS005364,384,19,15,4,1590,517.84,239.89,161.98,757.73,77.91,2,5,False,Concluída
5365,OS005365,160,24,61,11,346,214.19,228.78,135.96,442.97,92.82,7,4,False,Concluída
5366,OS005366,547,8,33,9,2884,2874.86,1722.33,1142.4,4597.19,579.93,7,4,False,Em Aberto
5367,OS005367,37,14,81,8,2714,260.96,207.08,130.54,468.04,76.54,1,2,False,Concluída
5368,OS005368,618,1,12,5,639,628.05,546.57,383.52,1174.62,163.05,1,5,False,Concluída
5369,OS005369,622,2,31,3,220,151.68,99.37,59.92,251.05,39.45,5,4,False,Cancelada
5370,OS005370,619,20,34,2,2159,248.01,296.51,175.61,544.52,120.9,3,4,False,Concluída
5371,OS005371,108,22,32,8,171,431.67,450.41,249.57,882.08,200.84,4,4,False,Concluída
5372,OS005372,456,3,23,8,61,965.14,690.0,398.31,1655.14,291.69,1,5,True,Concluída
5373,OS005373,13,16,69,5,2125,590.84,412.05,284.12,1002.89,127.93,7,5,True,Concluída
5374,OS005374,629,23,40,11,3600,286.9,178.73,127.84,465.63,50.89,1,4,False,Concluída
5375,OS005375,530,3,66,11,266,282.01,233.32,128.82,515.33,104.5,7,2,False,Concluída
5376,OS005376,394,24,31,7,1335,0.0,0.0,0.0,0.0,0.0,6,5,False,Concluída
5377,OS005377,536,6,12,1,43,377.16,422.81,252.85,799.97,169.96,7,4,False,Concluída
5378,OS005378,69,8,42,6,2862,2715.09,1534.89,897.35,4249.98,637.54,4,4,False,Concluída
5379,OS005379,392,23,20,10,2489,268.51,197.09,115.1,465.6,81.99,4,5,False,Concluída
5380,OS005380,221,12,14,11,1857,270.98,209.94,124.88,480.92,85.06,1,5,False,Concluída
5381,OS005381,711,5,75,9,640,2310.67,1861.9,1040.95,4172.57,820.95,7,4,False,Concluída
5382,OS005382,636,5,60,11,3798,247.48,199.09,142.16,446.57,56.93,8,5,False,Concluída
5383,OS005383,539,3,2,7,3644,0.0,0.0,0.0,0.0,0.0,3,4,False,Concluída
5384,OS005384,685,4,31,5,2150,432.82,408.41,232.78,841.23,175.63,2,5,False,Concluída
5385,OS005385,263,24,55,6,1405,2260.3,2211.27,1476.62,4471.57,734.65,5,2,False,Concluída
5386,OS005386,664,5,35,7,668,0.0,0.0,0.0,0.0,0.0,4,5,False,Cancelada
5387,OS005387,248,25,27,6,3334,2638.02,2976.68,2047.45,5614.7,929.23,7,5,False,Em Aberto
5388,OS005388,538,3,5,5,878,480.21,320.89,191.53,801.1,129.36,6,5,False,Concluída
5389,OS005389,541,10,75,12,604,446.31,300.96,206.48,747.27,94.48,4,4,False,Concluída
5390,OS005390,17,19,51,2,2584,144.24,71.46,46.52,215.7,24.94,7,5,False,Concluída
5391,OS005391,273,24,16,12,1581,261.32,312.37,214.22,573.69,98.15,3,4,False,Concluída
5392,OS005392,18,8,40,11,2281,179.35,116.73,76.12,296.08,40.61,8,4,False,Concluída
5393,OS005393,729,23,68,3,1012,147.81,115.42,82.16,263.23,33.26,6,1,False,Concluída
5394,OS005394,86,6,76,4,1245,584.47,372.31,250.75,956.78,121.56,1,4,False,Concluída
5395,OS005395,402,23,82,5,582,1090.83,1028.78,684.57,2119.61,344.21,3,5,False,Concluída
5396,OS005396,586,7,78,1,1281,625.56,698.33,393.57,1323.89,304.76,2,3,False,Concluída
5397,OS005397,147,6,81,10,1693,257.86,257.01,177.31,514.87,79.7,6,5,False,Concluída
