"sk_cliente","id_cliente","segmento_cliente","canal_aquisicao","uf_cliente","qtd_visitas","primeira_visita","ultima_visita","valor_lifetime","classificacao_retencao"
40,"CLI00040","PF - Varejo","CRM Ativo","DF","8","2023-02-01","2024-11-10","9927.20","Fiel"
92,"CLI00092","PJ - Frota Pequena","CRM Ativo","RJ","8","2023-03-07","2024-11-29","8210.19","Fiel"
407,"CLI00407","PJ - Frota Pequena","Indicação","RJ","8","2023-05-02","2024-09-18","5502.28","Fiel"
1180,"CLI01180","PF - Varejo","Indicação","ES","8","2023-02-10","2024-09-13","9343.36","Fiel"
779,"CLI00779","PJ - Frota Pequena","Digital","SP","8","2023-02-18","2024-03-12","6011.80","Fiel"
3328,"CLI03328","PJ - Frota Pequena","Digital","BA","8","2023-02-17","2024-06-09","4625.01","Fiel"
2762,"CLI02762","PF - Premium","Digital","SC","8","2023-01-28","2024-07-26","6116.76","Fiel"
2483,"CLI02483","PF - Varejo","Indicação","RJ","8","2023-02-20","2024-09-28","8559.00","Fiel"
888,"CLI00888","PJ - Frota Grande","Fidelização","RJ","8","2023-02-20","2024-07-02","10144.13","Fiel"
3781,"CLI03781","PJ - Frota Grande","Showroom","CE","8","2023-02-14","2024-09-30","8173.37","Fiel"
3112,"CLI03112","PF - Premium","Showroom","RS","8","2023-01-23","2024-10-10","7412.01","Fiel"
1597,"CLI01597","PJ - Frota Grande","Indicação","RJ","8","2023-02-28","2024-12-15","10217.37","Fiel"
3753,"CLI03753","PJ - Frota Grande","Recall","GO","8","2023-01-05","2024-09-11","2921.40","Fiel"
493,"CLI00493","PF - Varejo","Showroom","RS","8","2023-02-02","2024-12-01","11955.71","Fiel"
3345,"CLI03345","PF - Premium","Digital","MG","8","2023-05-08","2024-08-23","9612.38","Fiel"
1455,"CLI01455","PF - Varejo","Indicação","SP","8","2023-03-08","2024-06-25","14187.38","Fiel"
2270,"CLI02270","PJ - Frota Pequena","Digital","BA","8","2023-03-01","2024-06-12","6197.59","Fiel"
2488,"CLI02488","PF - Varejo","Digital","SP","8","2023-03-22","2024-11-16","10856.36","Fiel"
3035,"CLI03035","PF - Premium","Digital","SP","8","2023-03-19","2024-10-18","13503.63","Fiel"
1638,"CLI01638","PJ - Frota Pequena","Indicação","BA","8","2023-06-28","2024-11-26","11727.17","Fiel"
1040,"CLI01040","PF - Premium","Showroom","RJ","8","2023-07-14","2024-12-17","16564.67","Fiel"
2445,"CLI02445","PF - Varejo","Indicação","RS","8","2023-02-19","2024-10-26","7133.23","Fiel"
3367,"CLI03367","PF - Varejo","Fidelização","SP","8","2023-09-21","2024-06-14","11492.15","Fiel"
29,"CLI00029","PJ - Frota Pequena","Digital","ES","8","2023-07-19","2024-12-28","11262.92","Fiel"
3457,"CLI03457","PF - Varejo","Indicação","PR","8","2023-01-16","2024-11-03","13005.11","Fiel"
875,"CLI00875","PF - Varejo","Digital","SP","8","2023-03-08","2024-09-26","11381.54","Fiel"
2104,"CLI02104","PF - Varejo","Recall","RJ","8","2023-01-03","2024-09-29","6570.07","Fiel"
2888,"CLI02888","PF - Varejo","Showroom","SP","8","2023-02-22","2024-10-19","11468.32","Fiel"
1255,"CLI01255","PF - Premium","Indicação","RS","8","2023-02-18","2024-09-30","4221.57","Fiel"
3889,"CLI03889","PF - Premium","Showroom","CE","8","2023-01-30","2024-03-28","7229.75","Fiel"
1722,"CLI01722","PF - Varejo","Digital","ES","8","2023-05-30","2024-10-29","7103.62","Fiel"
2681,"CLI02681","PF - Premium","Fidelização","DF","8","2023-02-17","2024-08-30","3937.93","Fiel"
327,"CLI00327","PF - Varejo","Recall","BA","8","2023-02-01","2024-10-30","7206.23","Fiel"
1202,"CLI01202","PF - Premium","Showroom","BA","8","2023-03-19","2024-10-17","8363.88","Fiel"
361,"CLI00361","PF - Varejo","CRM Ativo","RJ","8","2023-03-08","2024-05-25","12508.77","Fiel"
595,"CLI00595","PF - Varejo","Digital","RJ","8","2023-07-20","2024-11-23","9113.03","Fiel"
3215,"CLI03215","PJ - Frota Pequena","Recall","MG","8","2023-01-11","2024-12-20","8982.84","Fiel"
3527,"CLI03527","PF - Varejo","Indicação","RJ","8","2023-03-11","2024-09-28","6223.49","Fiel"
2674,"CLI02674","PF - Varejo","Indicação","SP","8","2023-04-14","2024-09-23","6900.83","Fiel"
925,"CLI00925","PJ - Frota Pequena","CRM Ativo","SP","8","2023-01-27","2024-12-13","11713.44","Fiel"
3171,"CLI03171","PJ - Frota Pequena","Indicação","CE","8","2023-01-09","2024-12-31","13911.58","Fiel"
1795,"CLI01795","PF - Varejo","Digital","SP","8","2023-01-21","2024-12-21","10463.41","Fiel"
509,"CLI00509","PF - Varejo","Showroom","PR","8","2023-03-04","2024-11-02","10266.18","Fiel"
1933,"CLI01933","PF - Varejo","Indicação","BA","8","2023-04-19","2024-09-03","12217.26","Fiel"
2152,"CLI02152","PF - Premium","Showroom","SP","8","2023-03-24","2024-09-13","11898.68","Fiel"
3920,"CLI03920","PF - Varejo","Digital","SP","8","2023-05-19","2024-10-28","5455.43","Fiel"
340,"CLI00340","PF - Varejo","CRM Ativo","SP","8","2023-01-16","2024-12-15","12742.75","Fiel"
2302,"CLI02302","PJ - Frota Pequena","Digital","SP","8","2023-03-01","2024-09-26","5294.86","Fiel"
1327,"CLI01327","PF - Premium","Digital","RJ","8","2023-01-27","2024-12-27","7261.46","Fiel"
2005,"CLI02005","PF - Varejo","Indicação","BA","8","2023-03-14","2024-11-25","8467.52","Fiel"
2191,"CLI02191","PF - Varejo","Digital","BA","8","2023-02-27","2024-10-09","5001.32","Fiel"
932,"CLI00932","PJ - Frota Pequena","Fidelização","SC","8","2023-06-23","2024-08-15","6046.79","Fiel"
993,"CLI00993","PF - Varejo","Digital","MG","8","2023-02-03","2024-06-08","12886.51","Fiel"
1273,"CLI01273","PJ - Frota Pequena","Digital","RS","8","2023-02-14","2024-11-08","9655.14","Fiel"
1641,"CLI01641","PF - Varejo","Digital","SP","8","2023-07-09","2024-11-05","19203.76","Fiel"
610,"CLI00610","PJ - Frota Pequena","Recall","PR","8","2023-04-19","2024-11-10","14084.88","Fiel"
529,"CLI00529","PJ - Frota Pequena","Indicação","DF","8","2023-03-01","2024-10-30","6759.29","Fiel"
3472,"CLI03472","PF - Varejo","Fidelização","SP","8","2023-02-15","2024-11-13","7735.59","Fiel"
1672,"CLI01672","PJ - Frota Grande","Indicação","SP","8","2023-02-06","2024-12-10","8033.25","Fiel"
785,"CLI00785","PF - Varejo","Digital","MG","8","2023-01-18","2024-09-23","7505.96","Fiel"
1011,"CLI01011","PF - Varejo","Indicação","ES","8","2023-02-15","2024-12-22","4654.54","Fiel"
835,"CLI00835","PF - Varejo","Showroom","SP","8","2023-02-18","2024-10-16","5911.59","Fiel"
2079,"CLI02079","PF - Varejo","Digital","CE","8","2023-06-26","2024-10-21","4153.93","Fiel"
118,"CLI00118","PF - Varejo","Digital","RJ","8","2023-04-21","2024-12-30","7159.50","Fiel"
3181,"CLI03181","PF - Varejo","Indicação","CE","8","2023-02-13","2024-12-13","9662.60","Fiel"
2301,"CLI02301","PJ - Frota Grande","Digital","SC","8","2023-03-09","2024-11-19","11811.79","Fiel"
2419,"CLI02419","PJ - Frota Pequena","Digital","GO","8","2023-03-02","2024-12-23","3806.12","Fiel"
179,"CLI00179","PJ - Frota Pequena","Digital","RJ","8","2023-02-03","2024-12-13","4861.84","Fiel"
193,"CLI00193","PF - Premium","Indicação","DF","8","2023-01-10","2024-08-04","16973.16","Fiel"
1387,"CLI01387","PJ - Frota Grande","CRM Ativo","SP","8","2023-02-23","2024-11-30","20042.89","Fiel"
2716,"CLI02716","PF - Premium","Indicação","RJ","8","2023-03-25","2024-08-07","13395.67","Fiel"
22,"CLI00022","PF - Varejo","Digital","SP","8","2023-03-24","2024-12-01","7095.44","Fiel"
1287,"CLI01287","PJ - Frota Pequena","Digital","PR","8","2023-01-20","2024-11-30","4938.20","Fiel"
3509,"CLI03509","PJ - Frota Pequena","Digital","ES","8","2023-02-21","2024-11-25","7927.03","Fiel"
3421,"CLI03421","PF - Varejo","Recall","SP","8","2023-03-19","2024-05-28","16509.76","Fiel"
1432,"CLI01432","PF - Premium","Indicação","CE","8","2023-01-13","2024-11-30","12165.16","Fiel"
2967,"CLI02967","PF - Varejo","Showroom","SP","8","2023-02-04","2024-11-23","8983.16","Fiel"
1105,"CLI01105","PJ - Frota Pequena","Indicação","RJ","8","2023-06-01","2024-08-04","10877.73","Fiel"
2702,"CLI02702","PF - Premium","Indicação","SP","8","2023-06-20","2024-12-02","11576.83","Fiel"
2135,"CLI02135","PJ - Frota Pequena","Showroom","SC","8","2023-02-06","2024-11-06","10022.01","Fiel"
1569,"CLI01569","PF - Varejo","Showroom","RJ","8","2023-06-03","2024-08-29","10651.80","Fiel"
3193,"CLI03193","PJ - Frota Grande","Digital","PE","8","2023-03-18","2024-11-27","10741.69","Fiel"
3656,"CLI03656","PF - Varejo","Fidelização","PR","8","2023-06-19","2024-09-19","8661.33","Fiel"
66,"CLI00066","PF - Varejo","Digital","PR","8","2023-10-19","2024-12-22","5532.64","Fiel"
3256,"CLI03256","PF - Premium","Indicação","PR","8","2023-02-01","2024-10-08","4905.67","Fiel"
1674,"CLI01674","PF - Varejo","Indicação","RJ","8","2023-04-24","2024-02-05","6268.01","Fiel"
1648,"CLI01648","PF - Varejo","Indicação","BA","8","2023-02-03","2024-11-06","16180.23","Fiel"
901,"CLI00901","PF - Varejo","Indicação","DF","8","2023-04-09","2024-06-24","10394.34","Fiel"
3167,"CLI03167","PF - Varejo","Recall","BA","8","2023-02-21","2024-12-26","13243.44","Fiel"
2319,"CLI02319","PJ - Frota Pequena","CRM Ativo","SP","8","2023-04-25","2024-07-18","11261.22","Fiel"
1425,"CLI01425","PF - Varejo","Showroom","SP","8","2023-01-12","2024-11-26","9208.14","Fiel"
678,"CLI00678","PJ - Frota Grande","CRM Ativo","CE","8","2023-03-30","2024-10-08","8269.94","Fiel"
3364,"CLI03364","PF - Premium","Digital","DF","8","2023-05-09","2024-12-20","11062.20","Fiel"
2613,"CLI02613","PF - Varejo","Showroom","MG","8","2023-03-09","2024-11-24","11957.01","Fiel"
683,"CLI00683","PF - Varejo","Fidelização","RJ","8","2023-07-08","2024-10-02","6488.56","Fiel"
770,"CLI00770","PJ - Frota Pequena","Fidelização","MG","8","2023-01-29","2024-08-02","7897.14","Fiel"
2470,"CLI02470","PF - Varejo","Indicação","PR","8","2023-03-14","2024-10-10","9631.85","Fiel"
873,"CLI00873","PJ - Frota Pequena","Fidelização","PE","8","2023-05-04","2024-12-25","17532.26","Fiel"
3818,"CLI03818","PF - Premium","Digital","CE","8","2023-02-24","2024-09-23","6321.52","Fiel"
1939,"CLI01939","PJ - Frota Pequena","Fidelização","MG","8","2023-02-19","2024-12-15","16497.96","Fiel"
1125,"CLI01125","PF - Premium","Fidelização","PR","8","2023-03-16","2024-08-18","13760.62","Fiel"
2329,"CLI02329","PJ - Frota Grande","Digital","MG","8","2023-01-14","2024-10-31","10777.58","Fiel"
346,"CLI00346","PF - Varejo","Fidelização","GO","8","2023-05-26","2024-08-24","16765.37","Fiel"
71,"CLI00071","PJ - Frota Grande","Digital","RJ","8","2023-02-07","2024-10-27","8695.38","Fiel"
2265,"CLI02265","PF - Varejo","Digital","CE","8","2023-01-04","2024-06-29","14440.82","Fiel"
588,"CLI00588","PF - Varejo","Showroom","SP","8","2023-01-02","2024-12-30","13675.01","Fiel"
952,"CLI00952","PF - Varejo","Digital","GO","8","2023-01-06","2024-11-09","4705.02","Fiel"
3676,"CLI03676","PJ - Frota Pequena","Recall","MG","8","2023-06-03","2024-10-17","8537.47","Fiel"
1449,"CLI01449","PF - Premium","CRM Ativo","MG","8","2023-04-14","2024-11-25","7013.58","Fiel"
3009,"CLI03009","PF - Varejo","Indicação","PR","8","2023-01-12","2024-04-07","8986.09","Fiel"
217,"CLI00217","PF - Varejo","Showroom","DF","8","2023-02-16","2024-12-11","11996.07","Fiel"
3882,"CLI03882","PJ - Frota Pequena","Digital","RJ","8","2023-07-28","2024-11-27","9475.10","Fiel"
360,"CLI00360","PF - Premium","Indicação","RS","8","2023-01-02","2024-12-16","13811.16","Fiel"
743,"CLI00743","PF - Varejo","Indicação","DF","8","2023-01-26","2024-11-29","7658.73","Fiel"
790,"CLI00790","PF - Varejo","Digital","SP","8","2023-02-01","2024-11-13","11388.26","Fiel"
278,"CLI00278","PF - Varejo","Showroom","SP","8","2023-03-22","2024-12-08","2446.55","Fiel"
1601,"CLI01601","PF - Varejo","CRM Ativo","CE","8","2023-01-29","2024-10-06","3502.67","Fiel"
466,"CLI00466","PF - Varejo","Indicação","SP","8","2023-02-06","2024-11-28","12242.80","Fiel"
3021,"CLI03021","PJ - Frota Pequena","Showroom","RJ","8","2023-04-07","2024-10-19","9829.87","Fiel"
2658,"CLI02658","PF - Premium","Digital","PE","8","2023-07-01","2024-07-23","14336.40","Fiel"
2095,"CLI02095","PJ - Frota Grande","Recall","MG","8","2023-02-01","2024-11-01","9114.17","Fiel"
2009,"CLI02009","PF - Varejo","Digital","PR","8","2023-01-13","2024-10-09","5936.17","Fiel"
3344,"CLI03344","PF - Varejo","Indicação","SP","8","2023-01-06","2024-12-29","5508.68","Fiel"
3023,"CLI03023","PJ - Frota Pequena","CRM Ativo","SP","8","2023-04-27","2024-11-26","8155.22","Fiel"
2817,"CLI02817","PJ - Frota Pequena","Recall","RJ","8","2023-02-25","2024-10-11","8563.56","Fiel"
2743,"CLI02743","PF - Varejo","Fidelização","RJ","8","2023-09-11","2024-10-31","7546.80","Fiel"
302,"CLI00302","PF - Varejo","Fidelização","SP","8","2023-01-01","2024-11-15","14812.41","Fiel"
1215,"CLI01215","PF - Varejo","Fidelização","SP","8","2023-03-20","2024-12-08","4080.75","Fiel"
718,"CLI00718","PF - Premium","Indicação","DF","8","2023-02-27","2024-11-02","17413.49","Fiel"
1575,"CLI01575","PF - Premium","Digital","RJ","8","2023-02-20","2024-12-31","14933.14","Fiel"
1094,"CLI01094","PF - Varejo","Indicação","SP","8","2023-04-11","2024-10-06","6637.76","Fiel"
3535,"CLI03535","PF - Varejo","Showroom","SP","8","2023-05-07","2024-10-19","5801.89","Fiel"
1414,"CLI01414","PF - Varejo","Showroom","SP","8","2023-03-16","2024-12-11","4140.35","Fiel"
2828,"CLI02828","PJ - Frota Pequena","Indicação","PR","8","2023-09-22","2024-12-29","15689.37","Fiel"
3094,"CLI03094","PF - Varejo","Digital","SP","8","2023-01-15","2024-12-21","23238.95","Fiel"
3424,"CLI03424","PJ - Frota Pequena","Digital","SP","8","2023-06-03","2024-11-02","8312.01","Fiel"
3316,"CLI03316","PJ - Frota Grande","Fidelização","RJ","8","2023-06-04","2024-12-27","4654.50","Fiel"
2993,"CLI02993","PF - Varejo","CRM Ativo","SP","8","2023-03-25","2024-09-27","3958.83","Fiel"
1041,"CLI01041","PF - Premium","Indicação","PR","8","2023-01-09","2024-03-09","10780.65","Fiel"
3677,"CLI03677","PJ - Frota Grande","CRM Ativo","SP","8","2023-03-06","2024-12-06","9394.93","Fiel"
1284,"CLI01284","PJ - Frota Pequena","Digital","SP","8","2023-03-31","2024-04-22","7687.44","Fiel"
2577,"CLI02577","PJ - Frota Pequena","Showroom","PR","8","2023-06-12","2024-12-20","11862.85","Fiel"
2614,"CLI02614","PF - Varejo","Digital","RJ","8","2023-02-25","2024-10-23","15379.63","Fiel"
1532,"CLI01532","PJ - Frota Grande","Recall","PR","8","2023-09-27","2024-11-11","10044.04","Fiel"
3881,"CLI03881","PF - Premium","Recall","SP","8","2023-03-30","2024-11-03","16827.10","Fiel"
2339,"CLI02339","PF - Varejo","Fidelização","RJ","8","2023-01-02","2024-09-21","14176.04","Fiel"
521,"CLI00521","PF - Varejo","Fidelização","SC","8","2023-06-10","2024-10-17","6188.81","Fiel"
1831,"CLI01831","PF - Varejo","Digital","MG","8","2023-03-06","2024-11-13","9264.90","Fiel"
1075,"CLI01075","PJ - Frota Grande","Showroom","MG","8","2023-05-27","2024-12-20","5397.18","Fiel"
3428,"CLI03428","PJ - Frota Pequena","Showroom","SP","8","2023-04-12","2024-10-17","15937.23","Fiel"
2033,"CLI02033","PJ - Frota Grande","Showroom","SP","8","2023-01-17","2024-11-28","11267.78","Fiel"
1637,"CLI01637","PF - Varejo","Recall","SP","8","2023-03-26","2024-10-30","27762.69","Fiel"
1500,"CLI01500","PJ - Frota Pequena","Fidelização","SP","8","2023-05-06","2024-12-28","14903.39","Fiel"
1912,"CLI01912","PF - Varejo","Showroom","PR","8","2023-01-03","2024-12-10","8024.43","Fiel"
2060,"CLI02060","PF - Varejo","Showroom","SP","8","2023-03-21","2024-11-03","7331.34","Fiel"
3525,"CLI03525","PF - Varejo","Recall","RJ","8","2023-05-16","2024-12-16","9344.50","Fiel"
3551,"CLI03551","PF - Premium","Digital","SP","8","2023-02-21","2024-11-14","2715.97","Fiel"
890,"CLI00890","PJ - Frota Pequena","Digital","DF","8","2023-03-08","2024-11-21","14982.30","Fiel"
224,"CLI00224","PJ - Frota Grande","Showroom","SP","8","2023-01-09","2024-09-30","5304.89","Fiel"
3929,"CLI03929","PJ - Frota Pequena","Digital","MG","8","2023-01-30","2024-10-11","7687.88","Fiel"
3669,"CLI03669","PF - Varejo","Indicação","RS","8","2023-01-17","2024-10-22","10360.63","Fiel"
1872,"CLI01872","PJ - Frota Grande","Fidelização","ES","8","2023-12-25","2024-11-27","12289.71","Fiel"
1235,"CLI01235","PF - Varejo","Digital","BA","8","2023-06-13","2024-12-13","5062.52","Fiel"
1814,"CLI01814","PF - Varejo","Showroom","PR","8","2023-04-18","2024-11-28","11037.30","Fiel"
2431,"CLI02431","PF - Premium","Showroom","RJ","8","2023-10-08","2024-06-12","13522.77","Fiel"
1141,"CLI01141","PJ - Frota Grande","Digital","SP","8","2023-01-01","2024-11-21","3184.89","Fiel"
3220,"CLI03220","PF - Varejo","Indicação","DF","8","2023-06-13","2024-12-26","6975.18","Fiel"
812,"CLI00812","PF - Premium","Digital","SP","8","2023-05-09","2024-10-26","12084.05","Fiel"
279,"CLI00279","PF - Varejo","Digital","PR","8","2023-03-29","2024-09-23","9960.61","Fiel"
2334,"CLI02334","PF - Varejo","Fidelização","RS","8","2023-05-22","2024-12-24","4026.42","Fiel"
2809,"CLI02809","PF - Varejo","Fidelização","SP","8","2023-01-19","2024-11-19","13365.22","Fiel"
3598,"CLI03598","PF - Varejo","Recall","RS","8","2023-05-11","2024-07-25","9697.65","Fiel"
2309,"CLI02309","PF - Varejo","Showroom","SP","8","2023-01-17","2024-09-06","10141.20","Fiel"
9,"CLI00009","PF - Varejo","Indicação","RJ","8","2023-03-11","2024-12-28","6267.46","Fiel"
2031,"CLI02031","PF - Varejo","Digital","PE","8","2023-01-17","2024-11-03","5374.09","Fiel"
3139,"CLI03139","PF - Premium","Digital","SP","8","2023-03-06","2024-12-30","15863.40","Fiel"
3429,"CLI03429","PJ - Frota Pequena","Indicação","DF","8","2023-01-01","2024-12-27","4841.11","Fiel"
2804,"CLI02804","PJ - Frota Pequena","Digital","SP","8","2023-03-12","2024-11-29","19571.01","Fiel"
566,"CLI00566","PF - Varejo","CRM Ativo","RJ","8","2023-01-06","2024-06-08","11803.09","Fiel"
2407,"CLI02407","PF - Varejo","Digital","SP","8","2023-01-26","2024-12-25","8012.92","Fiel"
940,"CLI00940","PF - Varejo","Indicação","GO","8","2023-02-21","2024-09-28","4215.51","Fiel"
1640,"CLI01640","PJ - Frota Grande","Showroom","SP","8","2023-01-06","2024-06-30","10479.26","Fiel"
966,"CLI00966","PJ - Frota Grande","Fidelização","RS","8","2023-01-18","2024-11-03","4597.41","Fiel"
3339,"CLI03339","PJ - Frota Grande","Recall","CE","8","2023-04-18","2024-11-26","5996.53","Fiel"
1682,"CLI01682","PF - Varejo","Digital","PR","8","2023-05-28","2024-10-12","15636.84","Fiel"
2855,"CLI02855","PF - Premium","Indicação","MG","8","2023-02-18","2024-11-21","12607.79","Fiel"
656,"CLI00656","PF - Varejo","CRM Ativo","MG","8","2023-06-24","2024-10-31","20251.68","Fiel"
3812,"CLI03812","PF - Varejo","Indicação","PR","8","2023-08-06","2024-10-29","4243.48","Fiel"
2510,"CLI02510","PF - Varejo","Recall","SP","8","2023-02-28","2024-12-06","8034.09","Fiel"
3352,"CLI03352","PF - Varejo","Indicação","PE","8","2023-01-28","2024-12-15","4263.17","Fiel"
3992,"CLI03992","PF - Premium","Recall","RJ","8","2023-03-12","2024-10-21","15778.91","Fiel"
3934,"CLI03934","PF - Varejo","Indicação","SP","8","2023-02-05","2024-08-19","7784.38","Fiel"
756,"CLI00756","PJ - Frota Pequena","Digital","RJ","8","2023-02-18","2024-11-08","4996.82","Fiel"
3687,"CLI03687","PF - Varejo","Fidelização","DF","8","2023-02-13","2024-10-09","12779.39","Fiel"
3624,"CLI03624","PF - Varejo","CRM Ativo","MG","8","2023-05-26","2024-12-29","6106.24","Fiel"
2631,"CLI02631","PF - Varejo","CRM Ativo","DF","8","2023-02-03","2024-08-14","6654.55","Fiel"
769,"CLI00769","PF - Varejo","Indicação","MG","8","2023-01-20","2024-11-22","15039.10","Fiel"
1156,"CLI01156","PJ - Frota Pequena","Showroom","SP","8","2023-03-09","2024-10-07","5359.17","Fiel"
2962,"CLI02962","PF - Premium","CRM Ativo","RJ","8","2023-02-04","2024-12-18","18649.80","Fiel"
3579,"CLI03579","PJ - Frota Grande","Digital","MG","8","2023-04-02","2024-11-08","11712.88","Fiel"
3922,"CLI03922","PF - Premium","Indicação","PE","8","2023-01-20","2024-11-08","8711.38","Fiel"
510,"CLI00510","PF - Premium","Fidelização","MG","8","2023-01-07","2024-12-15","13612.08","Fiel"
579,"CLI00579","PF - Varejo","Indicação","RJ","8","2023-08-29","2024-12-05","4110.37","Fiel"
824,"CLI00824","PF - Varejo","Fidelização","CE","8","2023-06-02","2024-09-15","14410.44","Fiel"
